排序号,声望奖励,游戏币奖励,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,单次挑战奖励银币
2653,3118,12000,,,,,,,
2654,3118,12000,,,,,,,
2655,3117,12000,,,,,,,
2656,3117,12000,,,,,,,
2657,3116,12000,,,,,,,
2658,3116,12000,,,,,,,
2659,3116,12000,,,,,,,
2660,3115,12000,,,,,,,
2661,3115,12000,,,,,,,
2662,3114,12000,,,,,,,
2663,3114,12000,,,,,,,
2664,3114,12000,,,,,,,
2665,3113,12000,,,,,,,
2666,3113,12000,,,,,,,
2667,3112,12000,,,,,,,
2668,3112,12000,,,,,,,
2669,3112,12000,,,,,,,
2670,3111,12000,,,,,,,
2671,3111,12000,,,,,,,
2672,3110,12000,,,,,,,
2673,3110,12000,,,,,,,
2674,3110,12000,,,,,,,
2675,3109,12000,,,,,,,
2676,3109,12000,,,,,,,
2677,3108,12000,,,,,,,
2678,3108,12000,,,,,,,
2679,3108,12000,,,,,,,
2680,3107,12000,,,,,,,
2681,3107,12000,,,,,,,
2682,3106,12000,,,,,,,
2683,3106,12000,,,,,,,
2684,3106,12000,,,,,,,
2685,3105,12000,,,,,,,
2686,3105,12000,,,,,,,
2687,3104,12000,,,,,,,
2688,3104,12000,,,,,,,
2689,3104,12000,,,,,,,
2690,3103,12000,,,,,,,
2691,3103,12000,,,,,,,
2692,3102,12000,,,,,,,
2693,3102,12000,,,,,,,
2694,3102,12000,,,,,,,
2695,3101,12000,,,,,,,
2696,3101,12000,,,,,,,
2697,3100,12000,,,,,,,
2698,3100,12000,,,,,,,
2699,3100,12000,,,,,,,
2700,3099,12000,,,,,,,
2701,3099,12000,,,,,,,
2702,3098,12000,,,,,,,
2703,3098,12000,,,,,,,
2704,3098,12000,,,,,,,
2705,3097,12000,,,,,,,
2706,3097,12000,,,,,,,
2707,3096,12000,,,,,,,
2708,3096,12000,,,,,,,
2709,3096,12000,,,,,,,
2710,3095,12000,,,,,,,
2711,3095,12000,,,,,,,
2712,3094,12000,,,,,,,
2713,3094,12000,,,,,,,
2714,3094,12000,,,,,,,
2715,3093,12000,,,,,,,
2716,3093,12000,,,,,,,
2717,3092,12000,,,,,,,
2718,3092,12000,,,,,,,
2719,3092,12000,,,,,,,
2720,3091,12000,,,,,,,
2721,3091,12000,,,,,,,
2722,3090,12000,,,,,,,
2723,3090,12000,,,,,,,
2724,3090,12000,,,,,,,
2725,3089,12000,,,,,,,
2726,3089,12000,,,,,,,
2727,3088,12000,,,,,,,
2728,3088,12000,,,,,,,
2729,3088,12000,,,,,,,
2730,3087,12000,,,,,,,
2731,3087,12000,,,,,,,
2732,3086,12000,,,,,,,
2733,3086,12000,,,,,,,
2734,3086,12000,,,,,,,
2735,3085,12000,,,,,,,
2736,3085,12000,,,,,,,
2737,3084,12000,,,,,,,
2738,3084,12000,,,,,,,
2739,3084,12000,,,,,,,
2740,3083,12000,,,,,,,
2741,3083,12000,,,,,,,
2742,3082,12000,,,,,,,
2743,3082,12000,,,,,,,
2744,3082,12000,,,,,,,
2745,3081,12000,,,,,,,
2746,3081,12000,,,,,,,
2747,3080,12000,,,,,,,
2748,3080,12000,,,,,,,
2749,3080,12000,,,,,,,
2750,3079,12000,,,,,,,
2751,3079,12000,,,,,,,
2752,3078,12000,,,,,,,
2753,3078,12000,,,,,,,
2754,3078,12000,,,,,,,
2755,3077,12000,,,,,,,
2756,3077,12000,,,,,,,
2757,3076,12000,,,,,,,
2758,3076,12000,,,,,,,
2759,3076,12000,,,,,,,
2760,3075,12000,,,,,,,
2761,3075,12000,,,,,,,
2762,3074,12000,,,,,,,
2763,3074,12000,,,,,,,
2764,3074,12000,,,,,,,
2765,3073,12000,,,,,,,
2766,3073,12000,,,,,,,
2767,3072,12000,,,,,,,
2768,3072,12000,,,,,,,
2769,3072,12000,,,,,,,
2770,3071,12000,,,,,,,
2771,3071,12000,,,,,,,
2772,3070,12000,,,,,,,
2773,3070,12000,,,,,,,
2774,3070,12000,,,,,,,
2775,3069,12000,,,,,,,
2776,3069,12000,,,,,,,
2777,3068,12000,,,,,,,
2778,3068,12000,,,,,,,
2779,3068,12000,,,,,,,
2780,3067,12000,,,,,,,
2781,3067,12000,,,,,,,
2782,3066,12000,,,,,,,
2783,3066,12000,,,,,,,
2784,3066,12000,,,,,,,
2785,3065,12000,,,,,,,
2786,3065,12000,,,,,,,
2787,3064,12000,,,,,,,
2788,3064,12000,,,,,,,
2789,3064,12000,,,,,,,
2790,3063,12000,,,,,,,
2791,3063,12000,,,,,,,
2792,3062,12000,,,,,,,
2793,3062,12000,,,,,,,
2794,3062,12000,,,,,,,
2795,3061,12000,,,,,,,
2796,3061,12000,,,,,,,
2797,3060,12000,,,,,,,
2798,3060,12000,,,,,,,
2799,3060,12000,,,,,,,
2800,3059,12000,,,,,,,
2801,3059,12000,,,,,,,
2802,3058,12000,,,,,,,
2803,3058,12000,,,,,,,
2804,3058,12000,,,,,,,
2805,3057,12000,,,,,,,
2806,3057,12000,,,,,,,
2807,3056,12000,,,,,,,
2808,3056,12000,,,,,,,
2809,3056,12000,,,,,,,
2810,3055,12000,,,,,,,
2811,3055,12000,,,,,,,
2812,3054,12000,,,,,,,
2813,3054,12000,,,,,,,
2814,3054,12000,,,,,,,
2815,3053,12000,,,,,,,
2816,3053,12000,,,,,,,
2817,3052,12000,,,,,,,
2818,3052,12000,,,,,,,
2819,3052,12000,,,,,,,
2820,3051,12000,,,,,,,
2821,3051,12000,,,,,,,
2822,3050,12000,,,,,,,
2823,3050,12000,,,,,,,
2824,3050,12000,,,,,,,
2825,3049,12000,,,,,,,
2826,3049,12000,,,,,,,
2827,3048,12000,,,,,,,
2828,3048,12000,,,,,,,
2829,3048,12000,,,,,,,
2830,3047,12000,,,,,,,
2831,3047,12000,,,,,,,
2832,3046,12000,,,,,,,
2833,3046,12000,,,,,,,
2834,3046,12000,,,,,,,
2835,3045,12000,,,,,,,
2836,3045,12000,,,,,,,
2837,3044,12000,,,,,,,
2838,3044,12000,,,,,,,
2839,3044,12000,,,,,,,
2840,3043,12000,,,,,,,
2841,3043,12000,,,,,,,
2842,3042,12000,,,,,,,
2843,3042,12000,,,,,,,
2844,3042,12000,,,,,,,
2845,3041,12000,,,,,,,
2846,3041,12000,,,,,,,
2847,3040,12000,,,,,,,
2848,3040,12000,,,,,,,
2849,3040,12000,,,,,,,
2850,3039,12000,,,,,,,
2851,3039,12000,,,,,,,
2852,3038,12000,,,,,,,
2853,3038,12000,,,,,,,
2854,3038,12000,,,,,,,
2855,3037,12000,,,,,,,
2856,3037,12000,,,,,,,
2857,3036,12000,,,,,,,
2858,3036,12000,,,,,,,
2859,3036,12000,,,,,,,
2860,3035,12000,,,,,,,
2861,3035,12000,,,,,,,
2862,3034,12000,,,,,,,
2863,3034,12000,,,,,,,
2864,3034,12000,,,,,,,
2865,3033,12000,,,,,,,
2866,3033,12000,,,,,,,
2867,3032,12000,,,,,,,
2868,3032,12000,,,,,,,
2869,3032,12000,,,,,,,
2870,3031,12000,,,,,,,
2871,3031,12000,,,,,,,
2872,3030,12000,,,,,,,
2873,3030,12000,,,,,,,
2874,3030,12000,,,,,,,
2875,3029,12000,,,,,,,
2876,3029,12000,,,,,,,
2877,3028,12000,,,,,,,
2878,3028,12000,,,,,,,
2879,3028,12000,,,,,,,
2880,3027,12000,,,,,,,
2881,3027,12000,,,,,,,
2882,3026,12000,,,,,,,
2883,3026,12000,,,,,,,
2884,3026,12000,,,,,,,
2885,3025,12000,,,,,,,
2886,3025,12000,,,,,,,
2887,3024,12000,,,,,,,
2888,3024,12000,,,,,,,
2889,3024,12000,,,,,,,
2890,3023,12000,,,,,,,
2891,3023,12000,,,,,,,
2892,3022,12000,,,,,,,
2893,3022,12000,,,,,,,
2894,3022,12000,,,,,,,
2895,3021,12000,,,,,,,
2896,3021,12000,,,,,,,
2897,3020,12000,,,,,,,
2898,3020,12000,,,,,,,
2899,3020,12000,,,,,,,
2900,3019,12000,,,,,,,
2901,3019,12000,,,,,,,
2902,3018,12000,,,,,,,
2903,3018,12000,,,,,,,
2904,3018,12000,,,,,,,
2905,3017,12000,,,,,,,
2906,3017,12000,,,,,,,
2907,3016,12000,,,,,,,
2908,3016,12000,,,,,,,
2909,3016,12000,,,,,,,
2910,3015,12000,,,,,,,
2911,3015,12000,,,,,,,
2912,3014,12000,,,,,,,
2913,3014,12000,,,,,,,
2914,3014,12000,,,,,,,
2915,3013,12000,,,,,,,
2916,3013,12000,,,,,,,
2917,3012,12000,,,,,,,
2918,3012,12000,,,,,,,
2919,3012,12000,,,,,,,
2920,3011,12000,,,,,,,
2921,3011,12000,,,,,,,
2922,3010,12000,,,,,,,
2923,3010,12000,,,,,,,
2924,3010,12000,,,,,,,
2925,3009,12000,,,,,,,
2926,3009,12000,,,,,,,
2927,3008,12000,,,,,,,
2928,3008,12000,,,,,,,
2929,3008,12000,,,,,,,
2930,3007,12000,,,,,,,
2931,3007,12000,,,,,,,
2932,3006,12000,,,,,,,
2933,3006,12000,,,,,,,
2934,3006,12000,,,,,,,
2935,3005,12000,,,,,,,
2936,3005,12000,,,,,,,
2937,3004,12000,,,,,,,
2938,3004,12000,,,,,,,
2939,3004,12000,,,,,,,
2940,3003,12000,,,,,,,
2941,3003,12000,,,,,,,
2942,3002,12000,,,,,,,
2943,3002,12000,,,,,,,
2944,3002,12000,,,,,,,
2945,3001,12000,,,,,,,
2946,3001,12000,,,,,,,
2947,3000,12000,,,,,,,
2948,3000,12000,,,,,,,
2949,3000,12000,,,,,,,
2950,3000,12000,,,,,,,
2951,3000,12000,,,,,,,
2952,3000,12000,,,,,,,
2953,3000,12000,,,,,,,
2954,3000,12000,,,,,,,
2955,3000,12000,,,,,,,
2956,3000,12000,,,,,,,
2957,3000,12000,,,,,,,
2958,3000,12000,,,,,,,
2959,3000,12000,,,,,,,
2960,3000,12000,,,,,,,
2961,3000,12000,,,,,,,
2962,3000,12000,,,,,,,
2963,3000,12000,,,,,,,
2964,3000,12000,,,,,,,
2965,3000,12000,,,,,,,
2966,3000,12000,,,,,,,
2967,3000,12000,,,,,,,
2968,3000,12000,,,,,,,
2969,3000,12000,,,,,,,
2970,3000,12000,,,,,,,
2971,3000,12000,,,,,,,
2972,3000,12000,,,,,,,
2973,3000,12000,,,,,,,
2974,3000,12000,,,,,,,
2975,3000,12000,,,,,,,
2976,3000,12000,,,,,,,
2977,3000,12000,,,,,,,
2978,3000,12000,,,,,,,
2979,3000,12000,,,,,,,
2980,3000,12000,,,,,,,
2981,3000,12000,,,,,,,
2982,3000,12000,,,,,,,
2983,3000,12000,,,,,,,
2984,3000,12000,,,,,,,
2985,3000,12000,,,,,,,
2986,3000,12000,,,,,,,
2987,3000,12000,,,,,,,
2988,3000,12000,,,,,,,
2989,3000,12000,,,,,,,
2990,3000,12000,,,,,,,
2991,3000,12000,,,,,,,
2992,3000,12000,,,,,,,
2993,3000,12000,,,,,,,
2994,3000,12000,,,,,,,
2995,3000,12000,,,,,,,
2996,3000,12000,,,,,,,
2997,3000,12000,,,,,,,
2998,3000,12000,,,,,,,
2999,3000,12000,,,,,,,
3000,3000,12000,,,,,,,
3001,3000,12000,,,,,,,
3002,3000,12000,,,,,,,
3003,3000,12000,,,,,,,
3004,3000,12000,,,,,,,
3005,3000,12000,,,,,,,
3006,3000,12000,,,,,,,
3007,3000,12000,,,,,,,
3008,3000,12000,,,,,,,
3009,3000,12000,,,,,,,
3010,3000,12000,,,,,,,
3011,3000,12000,,,,,,,
3012,3000,12000,,,,,,,
3013,3000,12000,,,,,,,
3014,3000,12000,,,,,,,
3015,3000,12000,,,,,,,
3016,3000,12000,,,,,,,
3017,3000,12000,,,,,,,
3018,3000,12000,,,,,,,
3019,3000,12000,,,,,,,
3020,3000,12000,,,,,,,
3021,3000,12000,,,,,,,
3022,3000,12000,,,,,,,
3023,3000,12000,,,,,,,
3024,3000,12000,,,,,,,
3025,3000,12000,,,,,,,
3026,3000,12000,,,,,,,
3027,3000,12000,,,,,,,
3028,3000,12000,,,,,,,
3029,3000,12000,,,,,,,
3030,3000,12000,,,,,,,
3031,3000,12000,,,,,,,
3032,3000,12000,,,,,,,
3033,3000,12000,,,,,,,
3034,3000,12000,,,,,,,
3035,3000,12000,,,,,,,
3036,3000,12000,,,,,,,
3037,3000,12000,,,,,,,
3038,3000,12000,,,,,,,
3039,3000,12000,,,,,,,
3040,3000,12000,,,,,,,
3041,3000,12000,,,,,,,
3042,3000,12000,,,,,,,
3043,3000,12000,,,,,,,
3044,3000,12000,,,,,,,
3045,3000,12000,,,,,,,
3046,3000,12000,,,,,,,
3047,3000,12000,,,,,,,
3048,3000,12000,,,,,,,
3049,3000,12000,,,,,,,
3050,3000,12000,,,,,,,
3051,3000,12000,,,,,,,
3052,3000,12000,,,,,,,
3053,3000,12000,,,,,,,
3054,3000,12000,,,,,,,
3055,3000,12000,,,,,,,
3056,3000,12000,,,,,,,
3057,3000,12000,,,,,,,
3058,3000,12000,,,,,,,
3059,3000,12000,,,,,,,
3060,3000,12000,,,,,,,
3061,3000,12000,,,,,,,
3062,3000,12000,,,,,,,
3063,3000,12000,,,,,,,
3064,3000,12000,,,,,,,
3065,3000,12000,,,,,,,
3066,3000,12000,,,,,,,
3067,3000,12000,,,,,,,
3068,3000,12000,,,,,,,
3069,3000,12000,,,,,,,
3070,3000,12000,,,,,,,
3071,3000,12000,,,,,,,
3072,3000,12000,,,,,,,
3073,3000,12000,,,,,,,
3074,3000,12000,,,,,,,
3075,3000,12000,,,,,,,
3076,3000,12000,,,,,,,
3077,3000,12000,,,,,,,
3078,3000,12000,,,,,,,
3079,3000,12000,,,,,,,
3080,3000,12000,,,,,,,
3081,3000,12000,,,,,,,
3082,3000,12000,,,,,,,
3083,3000,12000,,,,,,,
3084,3000,12000,,,,,,,
3085,3000,12000,,,,,,,
3086,3000,12000,,,,,,,
3087,3000,12000,,,,,,,
3088,3000,12000,,,,,,,
3089,3000,12000,,,,,,,
3090,3000,12000,,,,,,,
3091,3000,12000,,,,,,,
3092,3000,12000,,,,,,,
3093,3000,12000,,,,,,,
3094,3000,12000,,,,,,,
3095,3000,12000,,,,,,,
3096,3000,12000,,,,,,,
3097,3000,12000,,,,,,,
3098,3000,12000,,,,,,,
3099,3000,12000,,,,,,,
3100,3000,12000,,,,,,,
3101,3000,12000,,,,,,,
3102,3000,12000,,,,,,,
3103,3000,12000,,,,,,,
3104,3000,12000,,,,,,,
3105,3000,12000,,,,,,,
3106,3000,12000,,,,,,,
3107,3000,12000,,,,,,,
3108,3000,12000,,,,,,,
3109,3000,12000,,,,,,,
3110,3000,12000,,,,,,,
3111,3000,12000,,,,,,,
3112,3000,12000,,,,,,,
3113,3000,12000,,,,,,,
3114,3000,12000,,,,,,,
3115,3000,12000,,,,,,,
3116,3000,12000,,,,,,,
3117,3000,12000,,,,,,,
3118,3000,12000,,,,,,,
3119,3000,12000,,,,,,,
3120,3000,12000,,,,,,,
3121,3000,12000,,,,,,,
3122,3000,12000,,,,,,,
3123,3000,12000,,,,,,,
3124,3000,12000,,,,,,,
3125,3000,12000,,,,,,,
3126,3000,12000,,,,,,,
3127,3000,12000,,,,,,,
3128,3000,12000,,,,,,,
3129,3000,12000,,,,,,,
3130,3000,12000,,,,,,,
3131,3000,12000,,,,,,,
3132,3000,12000,,,,,,,
3133,3000,12000,,,,,,,
3134,3000,12000,,,,,,,
3135,3000,12000,,,,,,,
3136,3000,12000,,,,,,,
3137,3000,12000,,,,,,,
3138,3000,12000,,,,,,,
3139,3000,12000,,,,,,,
3140,3000,12000,,,,,,,
3141,3000,12000,,,,,,,
3142,3000,12000,,,,,,,
3143,3000,12000,,,,,,,
3144,3000,12000,,,,,,,
3145,3000,12000,,,,,,,
3146,3000,12000,,,,,,,
3147,3000,12000,,,,,,,
3148,3000,12000,,,,,,,
3149,3000,12000,,,,,,,
3150,3000,12000,,,,,,,
3151,3000,12000,,,,,,,
3152,3000,12000,,,,,,,
3153,3000,12000,,,,,,,
3154,3000,12000,,,,,,,
3155,3000,12000,,,,,,,
3156,3000,12000,,,,,,,
3157,3000,12000,,,,,,,
3158,3000,12000,,,,,,,
3159,3000,12000,,,,,,,
3160,3000,12000,,,,,,,
3161,3000,12000,,,,,,,
3162,3000,12000,,,,,,,
3163,3000,12000,,,,,,,
3164,3000,12000,,,,,,,
3165,3000,12000,,,,,,,
3166,3000,12000,,,,,,,
3167,3000,12000,,,,,,,
3168,3000,12000,,,,,,,
3169,3000,12000,,,,,,,
3170,3000,12000,,,,,,,
3171,3000,12000,,,,,,,
3172,3000,12000,,,,,,,
3173,3000,12000,,,,,,,
3174,3000,12000,,,,,,,
3175,3000,12000,,,,,,,
3176,3000,12000,,,,,,,
3177,3000,12000,,,,,,,
3178,3000,12000,,,,,,,
3179,3000,12000,,,,,,,
3180,3000,12000,,,,,,,
3181,3000,12000,,,,,,,
3182,3000,12000,,,,,,,
3183,3000,12000,,,,,,,
3184,3000,12000,,,,,,,
3185,3000,12000,,,,,,,
3186,3000,12000,,,,,,,
3187,3000,12000,,,,,,,
3188,3000,12000,,,,,,,
3189,3000,12000,,,,,,,
3190,3000,12000,,,,,,,
3191,3000,12000,,,,,,,
3192,3000,12000,,,,,,,
3193,3000,12000,,,,,,,
3194,3000,12000,,,,,,,
3195,3000,12000,,,,,,,
3196,3000,12000,,,,,,,
3197,3000,12000,,,,,,,
3198,3000,12000,,,,,,,
3199,3000,12000,,,,,,,
3200,3000,12000,,,,,,,
3201,3000,12000,,,,,,,
3202,3000,12000,,,,,,,
3203,3000,12000,,,,,,,
3204,3000,12000,,,,,,,
3205,3000,12000,,,,,,,
3206,3000,12000,,,,,,,
3207,3000,12000,,,,,,,
3208,3000,12000,,,,,,,
3209,3000,12000,,,,,,,
3210,3000,12000,,,,,,,
3211,3000,12000,,,,,,,
3212,3000,12000,,,,,,,
3213,3000,12000,,,,,,,
3214,3000,12000,,,,,,,
3215,3000,12000,,,,,,,
3216,3000,12000,,,,,,,
3217,3000,12000,,,,,,,
3218,3000,12000,,,,,,,
3219,3000,12000,,,,,,,
3220,3000,12000,,,,,,,
3221,3000,12000,,,,,,,
3222,3000,12000,,,,,,,
3223,3000,12000,,,,,,,
3224,3000,12000,,,,,,,
3225,3000,12000,,,,,,,
3226,3000,12000,,,,,,,
3227,3000,12000,,,,,,,
3228,3000,12000,,,,,,,
3229,3000,12000,,,,,,,
3230,3000,12000,,,,,,,
3231,3000,12000,,,,,,,
3232,3000,12000,,,,,,,
3233,3000,12000,,,,,,,
3234,3000,12000,,,,,,,
3235,3000,12000,,,,,,,
3236,3000,12000,,,,,,,
3237,3000,12000,,,,,,,
3238,3000,12000,,,,,,,
3239,3000,12000,,,,,,,
3240,3000,12000,,,,,,,
3241,3000,12000,,,,,,,
3242,3000,12000,,,,,,,
3243,3000,12000,,,,,,,
3244,3000,12000,,,,,,,
3245,3000,12000,,,,,,,
3246,3000,12000,,,,,,,
3247,3000,12000,,,,,,,
3248,3000,12000,,,,,,,
3249,3000,12000,,,,,,,
3250,3000,12000,,,,,,,
3251,3000,12000,,,,,,,
3252,3000,12000,,,,,,,
3253,3000,12000,,,,,,,
3254,3000,12000,,,,,,,
3255,3000,12000,,,,,,,
3256,3000,12000,,,,,,,
3257,3000,12000,,,,,,,
3258,3000,12000,,,,,,,
3259,3000,12000,,,,,,,
3260,3000,12000,,,,,,,
3261,3000,12000,,,,,,,
3262,3000,12000,,,,,,,
3263,3000,12000,,,,,,,
3264,3000,12000,,,,,,,
3265,3000,12000,,,,,,,
3266,3000,12000,,,,,,,
3267,3000,12000,,,,,,,
3268,3000,12000,,,,,,,
3269,3000,12000,,,,,,,
3270,3000,12000,,,,,,,
3271,3000,12000,,,,,,,
3272,3000,12000,,,,,,,
3273,3000,12000,,,,,,,
3274,3000,12000,,,,,,,
3275,3000,12000,,,,,,,
3276,3000,12000,,,,,,,
3277,3000,12000,,,,,,,
3278,3000,12000,,,,,,,
3279,3000,12000,,,,,,,
3280,3000,12000,,,,,,,
3281,3000,12000,,,,,,,
3282,3000,12000,,,,,,,
3283,3000,12000,,,,,,,
3284,3000,12000,,,,,,,
3285,3000,12000,,,,,,,
3286,3000,12000,,,,,,,
3287,3000,12000,,,,,,,
3288,3000,12000,,,,,,,
3289,3000,12000,,,,,,,
3290,3000,12000,,,,,,,
3291,3000,12000,,,,,,,
3292,3000,12000,,,,,,,
3293,3000,12000,,,,,,,
3294,3000,12000,,,,,,,
3295,3000,12000,,,,,,,
3296,3000,12000,,,,,,,
3297,3000,12000,,,,,,,
3298,3000,12000,,,,,,,
3299,3000,12000,,,,,,,
3300,3000,12000,,,,,,,
3301,3000,12000,,,,,,,
3302,3000,12000,,,,,,,
3303,3000,12000,,,,,,,
3304,3000,12000,,,,,,,
3305,3000,12000,,,,,,,
3306,3000,12000,,,,,,,
3307,3000,12000,,,,,,,
3308,3000,12000,,,,,,,
3309,3000,12000,,,,,,,
3310,3000,12000,,,,,,,
3311,3000,12000,,,,,,,
3312,3000,12000,,,,,,,
3313,3000,12000,,,,,,,
3314,3000,12000,,,,,,,
3315,3000,12000,,,,,,,
3316,3000,12000,,,,,,,
3317,3000,12000,,,,,,,
3318,3000,12000,,,,,,,
3319,3000,12000,,,,,,,
3320,3000,12000,,,,,,,
3321,3000,12000,,,,,,,
3322,3000,12000,,,,,,,
3323,3000,12000,,,,,,,
3324,3000,12000,,,,,,,
3325,3000,12000,,,,,,,
3326,3000,12000,,,,,,,
3327,3000,12000,,,,,,,
3328,3000,12000,,,,,,,
3329,3000,12000,,,,,,,
3330,3000,12000,,,,,,,
3331,3000,12000,,,,,,,
3332,3000,12000,,,,,,,
3333,3000,12000,,,,,,,
3334,3000,12000,,,,,,,
3335,3000,12000,,,,,,,
3336,3000,12000,,,,,,,
3337,3000,12000,,,,,,,
3338,3000,12000,,,,,,,
3339,3000,12000,,,,,,,
3340,3000,12000,,,,,,,
3341,3000,12000,,,,,,,
3342,3000,12000,,,,,,,
3343,3000,12000,,,,,,,
3344,3000,12000,,,,,,,
3345,3000,12000,,,,,,,
3346,3000,12000,,,,,,,
3347,3000,12000,,,,,,,
3348,3000,12000,,,,,,,
3349,3000,12000,,,,,,,
3350,3000,12000,,,,,,,
3351,3000,12000,,,,,,,
3352,3000,12000,,,,,,,
3353,3000,12000,,,,,,,
3354,3000,12000,,,,,,,
3355,3000,12000,,,,,,,
3356,3000,12000,,,,,,,
3357,3000,12000,,,,,,,
3358,3000,12000,,,,,,,
3359,3000,12000,,,,,,,
3360,3000,12000,,,,,,,
3361,3000,12000,,,,,,,
3362,3000,12000,,,,,,,
3363,3000,12000,,,,,,,
3364,3000,12000,,,,,,,
3365,3000,12000,,,,,,,
3366,3000,12000,,,,,,,
3367,3000,12000,,,,,,,
3368,3000,12000,,,,,,,
3369,3000,12000,,,,,,,
3370,3000,12000,,,,,,,
3371,3000,12000,,,,,,,
3372,3000,12000,,,,,,,
3373,3000,12000,,,,,,,
3374,3000,12000,,,,,,,
3375,3000,12000,,,,,,,
3376,3000,12000,,,,,,,
3377,3000,12000,,,,,,,
3378,3000,12000,,,,,,,
3379,3000,12000,,,,,,,
3380,3000,12000,,,,,,,
3381,3000,12000,,,,,,,
3382,3000,12000,,,,,,,
3383,3000,12000,,,,,,,
3384,3000,12000,,,,,,,
3385,3000,12000,,,,,,,
3386,3000,12000,,,,,,,
3387,3000,12000,,,,,,,
3388,3000,12000,,,,,,,
3389,3000,12000,,,,,,,
3390,3000,12000,,,,,,,
3391,3000,12000,,,,,,,
3392,3000,12000,,,,,,,
3393,3000,12000,,,,,,,
3394,3000,12000,,,,,,,
3395,3000,12000,,,,,,,
3396,3000,12000,,,,,,,
3397,3000,12000,,,,,,,
3398,3000,12000,,,,,,,
3399,3000,12000,,,,,,,
3400,3000,12000,,,,,,,
3401,3000,12000,,,,,,,
3402,3000,12000,,,,,,,
3403,3000,12000,,,,,,,
3404,3000,12000,,,,,,,
3405,3000,12000,,,,,,,
3406,3000,12000,,,,,,,
3407,3000,12000,,,,,,,
3408,3000,12000,,,,,,,
3409,3000,12000,,,,,,,
3410,3000,12000,,,,,,,
3411,3000,12000,,,,,,,
3412,3000,12000,,,,,,,
3413,3000,12000,,,,,,,
3414,3000,12000,,,,,,,
3415,3000,12000,,,,,,,
3416,3000,12000,,,,,,,
3417,3000,12000,,,,,,,
3418,3000,12000,,,,,,,
3419,3000,12000,,,,,,,
3420,3000,12000,,,,,,,
3421,3000,12000,,,,,,,
3422,3000,12000,,,,,,,
3423,3000,12000,,,,,,,
3424,3000,12000,,,,,,,
3425,3000,12000,,,,,,,
3426,3000,12000,,,,,,,
3427,3000,12000,,,,,,,
3428,3000,12000,,,,,,,
3429,3000,12000,,,,,,,
3430,3000,12000,,,,,,,
3431,3000,12000,,,,,,,
3432,3000,12000,,,,,,,
3433,3000,12000,,,,,,,
3434,3000,12000,,,,,,,
3435,3000,12000,,,,,,,
3436,3000,12000,,,,,,,
3437,3000,12000,,,,,,,
3438,3000,12000,,,,,,,
3439,3000,12000,,,,,,,
3440,3000,12000,,,,,,,
3441,3000,12000,,,,,,,
3442,3000,12000,,,,,,,
3443,3000,12000,,,,,,,
3444,3000,12000,,,,,,,
3445,3000,12000,,,,,,,
3446,3000,12000,,,,,,,
3447,3000,12000,,,,,,,
3448,3000,12000,,,,,,,
3449,3000,12000,,,,,,,
3450,3000,12000,,,,,,,
3451,3000,12000,,,,,,,
3452,3000,12000,,,,,,,
3453,3000,12000,,,,,,,
3454,3000,12000,,,,,,,
3455,3000,12000,,,,,,,
3456,3000,12000,,,,,,,
3457,3000,12000,,,,,,,
3458,3000,12000,,,,,,,
3459,3000,12000,,,,,,,
3460,3000,12000,,,,,,,
3461,3000,12000,,,,,,,
3462,3000,12000,,,,,,,
3463,3000,12000,,,,,,,
3464,3000,12000,,,,,,,
3465,3000,12000,,,,,,,
3466,3000,12000,,,,,,,
3467,3000,12000,,,,,,,
3468,3000,12000,,,,,,,
3469,3000,12000,,,,,,,
3470,3000,12000,,,,,,,
3471,3000,12000,,,,,,,
3472,3000,12000,,,,,,,
3473,3000,12000,,,,,,,
3474,3000,12000,,,,,,,
3475,3000,12000,,,,,,,
3476,3000,12000,,,,,,,
3477,3000,12000,,,,,,,
3478,3000,12000,,,,,,,
3479,3000,12000,,,,,,,
3480,3000,12000,,,,,,,
3481,3000,12000,,,,,,,
3482,3000,12000,,,,,,,
3483,3000,12000,,,,,,,
3484,3000,12000,,,,,,,
3485,3000,12000,,,,,,,
3486,3000,12000,,,,,,,
3487,3000,12000,,,,,,,
3488,3000,12000,,,,,,,
3489,3000,12000,,,,,,,
3490,3000,12000,,,,,,,
3491,3000,12000,,,,,,,
3492,3000,12000,,,,,,,
3493,3000,12000,,,,,,,
3494,3000,12000,,,,,,,
3495,3000,12000,,,,,,,
3496,3000,12000,,,,,,,
3497,3000,12000,,,,,,,
3498,3000,12000,,,,,,,
3499,3000,12000,,,,,,,
3500,3000,12000,,,,,,,
3501,3000,12000,,,,,,,
3502,3000,12000,,,,,,,
3503,3000,12000,,,,,,,
3504,3000,12000,,,,,,,
3505,3000,12000,,,,,,,
3506,3000,12000,,,,,,,
3507,3000,12000,,,,,,,
3508,3000,12000,,,,,,,
3509,3000,12000,,,,,,,
3510,3000,12000,,,,,,,
3511,3000,12000,,,,,,,
3512,3000,12000,,,,,,,
3513,3000,12000,,,,,,,
3514,3000,12000,,,,,,,
3515,3000,12000,,,,,,,
3516,3000,12000,,,,,,,
3517,3000,12000,,,,,,,
3518,3000,12000,,,,,,,
3519,3000,12000,,,,,,,
3520,3000,12000,,,,,,,
3521,3000,12000,,,,,,,
